,logFC,logCPM,insert,PValue,FDR
OTOP2,-8.109326924,2.92461525,NA,1.96E-196,3.44E-193
UGP2,-2.127695339,6.914332483,NA,4.86E-196,8.08E-193
USP2,-3.812564274,2.412610505,NA,8.21E-195,1.30E-191
MEP1B,-5.545916873,1.930329792,NA,1.54E-192,2.32E-189
SPIB,-4.711911351,2.720505724,NA,2.91E-186,4.18E-183
AQP8,-6.868977691,6.504279072,NA,1.77E-183,2.43E-180
PKIB,-3.954938547,4.236831517,NA,7.86E-183,1.03E-179
SCARA5,-4.72448564,3.413196126,NA,2.15E-182,2.71E-179
ASPA,-3.959307679,0.012250701,NA,1.55E-181,1.88E-178
APPL2,-1.822697494,6.050915223,NA,1.08E-180,1.26E-177
GCNT2,-3.7350843,1.76328911,NA,2.06E-180,2.33E-177
PLP1,-5.564833782,1.689412383,NA,4.08E-179,4.45E-176
GLTP,-1.595162513,5.398532514,NA,1.62E-176,1.70E-173
VEGFD,-4.483981579,-0.772948815,NA,2.10E-175,2.14E-172
DHRS7C,-5.096484599,-3.129647923,NA,6.30E-173,6.22E-170
SULT1A2,-3.780632521,1.542515408,NA,1.96E-171,1.88E-168
FAM107A,-3.489604754,2.222464503,NA,7.87E-171,7.31E-168
IL6R,-2.752810701,4.122104694,NA,1.31E-170,1.18E-167
SLC22A5,-1.820746661,4.767526531,NA,4.42E-170,3.88E-167
LYVE1,-4.197666163,2.713532902,NA,3.48E-169,2.97E-166
CDKN2B,-3.202775426,4.627990476,NA,1.34E-168,1.11E-165
DPP6,-5.176984165,0.555221784,NA,9.02E-168,7.12E-165
PYGM,-3.961303612,1.167822519,NA,1.77E-167,1.37E-164
AC016027.1,-2.358909926,1.0435514,NA,5.11E-167,3.85E-164
RBFOX3,-4.869513903,1.151835654,NA,8.22E-167,6.04E-164
SLC51B,-3.993111559,3.345121803,NA,1.61E-165,1.16E-162
CCDC69,-3.00115146,4.748989521,NA,2.18E-165,1.53E-162
CSRP1,-2.304436744,8.214610054,NA,2.20E-161,1.51E-158
MAMDC2,-4.785539189,1.765362124,NA,3.48E-161,2.34E-158
SLC36A1,-1.971914002,4.885501638,NA,8.10E-161,5.33E-158
PDK4,-3.325862388,4.895924029,NA,1.16E-160,7.47E-158
GUCA2A,-5.110232164,5.894835569,NA,4.09E-160,2.58E-157
CLDN23,-2.953299762,4.656651234,NA,4.80E-160,2.97E-157
GFRA2,-3.637194189,0.342465804,NA,1.12E-159,6.82E-157
CMTM5,-4.689270847,-2.440948901,NA,1.75E-159,1.04E-156
ADAMDEC1,-3.644140416,5.445377012,NA,3.64E-159,2.13E-156
PDCD4,-2.016985671,6.765732784,NA,1.36E-158,7.79E-156
SMPDL3A,-2.644520403,4.711930596,NA,5.65E-157,3.19E-154
TNXB,-4.023511184,3.954204243,NA,6.99E-157,3.88E-154
SCGN,-4.900122095,0.937664887,NA,9.29E-157,5.06E-154
CNNM2,-1.655176416,4.207716148,NA,1.66E-156,8.89E-154
POPDC2,-3.574493211,2.059638597,NA,2.00E-155,1.05E-152
BMP3,-5.223324866,2.72982236,NA,4.75E-154,2.46E-151
PTGS1,-2.92381638,4.605011917,NA,2.32E-153,1.18E-150
ABCA8,-4.513319515,2.298773042,NA,4.94E-153,2.48E-150
PLPP1,-1.953478024,4.784696901,NA,3.85E-152,1.90E-149
GRIK3,-3.744704291,0.487331504,NA,7.02E-150,3.41E-147
ENPP6,-3.425668718,-1.028152483,NA,8.72E-150,4.17E-147
TMEM100,-3.869249642,0.676133842,NA,1.41E-149,6.60E-147
NPTX1,-5.112380684,1.885588717,NA,1.42E-149,6.60E-147
RXRG,-3.987056801,-1.522891021,NA,8.23E-149,3.77E-146
TRPM6,-4.129679655,4.022654967,NA,1.72E-148,7.78E-146
RETSAT,-1.901245026,7.018222121,NA,2.60E-148,1.16E-145
CDKN2B-AS1,-4.927698635,2.420234331,NA,4.15E-148,1.82E-145
ETFDH,-1.862112215,4.449535383,NA,1.45E-146,6.20E-144
NAALADL1,-3.22712244,2.918171944,NA,1.56E-146,6.58E-144
HAND2-AS1,-4.876976648,1.413653474,NA,1.58E-146,6.58E-144
SGK1,-2.769778956,5.809605411,NA,3.92E-146,1.61E-143
FHL1,-3.404890666,5.420290133,NA,7.45E-145,3.02E-142
MPZ,-2.898724401,0.837779419,NA,1.36E-143,5.43E-141
ATP1A2,-5.013601344,2.434251186,NA,1.61E-143,6.36E-141
FAM129A,-3.298709494,4.516284728,NA,2.47E-143,9.62E-141
RERGL,-5.25093087,-0.818732814,NA,1.36E-142,5.23E-140
CA1,-6.513241744,6.627824701,NA,1.15E-141,4.33E-139
PLAC9,-2.602485037,1.282360157,NA,1.69E-140,6.26E-138
TMEM72,-4.278719454,1.624340913,NA,1.72E-139,6.32E-137
SLC26A2,-4.063034968,7.930881796,NA,3.20E-139,1.16E-136
LINC01645,-4.165490309,-2.32731078,NA,7.23E-139,2.60E-136
SLC4A4,-4.604096193,5.100253042,NA,1.03E-138,3.67E-136
TMEM35A,-4.12890156,1.547278586,NA,1.20E-138,4.23E-136
TMEM253,-2.986087375,0.887517796,NA,1.35E-138,4.70E-136
TP53INP2,-2.540168226,5.83065829,NA,2.48E-138,8.50E-136
GUCA2B,-6.055779953,3.335502309,NA,2.98E-138,1.01E-135
DPT,-4.116324027,4.065165427,NA,1.72E-136,5.78E-134
ZNF575,-2.027364496,2.034611456,NA,3.06E-136,1.02E-133
RPL12P14,-2.959011873,-0.620884544,NA,7.73E-136,2.54E-133
AHCYL2,-2.700022592,6.871215805,NA,3.98E-135,1.30E-132
VSTM2A,-5.187925508,-0.436780267,NA,1.14E-134,3.68E-132
CADM3,-4.678162215,1.550729541,NA,1.80E-134,5.75E-132
MYLK,-3.438521591,7.423461067,NA,2.64E-134,8.33E-132
LDB3,-4.130275464,1.687836217,NA,6.92E-134,2.16E-131
AC087379.1,-4.684748167,0.098200885,NA,1.01E-133,3.13E-131
MYOM1,-3.306143737,1.79789047,NA,4.45E-133,1.37E-130
PLCD1,-2.182581215,4.523775466,NA,1.01E-132,3.06E-130
AC007182.1,-4.469822132,-0.906261069,NA,1.09E-132,3.29E-130
LIFR,-3.358132702,2.351771032,NA,1.11E-131,3.31E-129
SLC30A10,-5.448778921,1.088253368,NA,2.92E-131,8.62E-129
HSPB8,-3.750015083,4.043446646,NA,3.86E-131,1.13E-128
FAM180B,-4.49116611,-2.681812799,NA,1.69E-130,4.91E-128
MAL,-3.665150424,-0.055840743,NA,3.47E-130,9.97E-128
ALPI,-4.318115988,2.584213537,NA,8.06E-130,2.29E-127
SLC17A8,-5.294420611,-1.820242389,NA,4.55E-129,1.28E-126
GSTM5,-3.009885267,0.784415949,NA,9.27E-129,2.59E-126
HPGDS,-3.138670206,0.221241911,NA,1.49E-128,4.12E-126
ENTPD5,-2.514503437,6.281200682,NA,8.82E-128,2.42E-125
NAAA,-2.068893499,5.235408335,NA,1.21E-127,3.28E-125
AL772337.1,-5.25363841,-2.458588902,NA,1.83E-127,4.93E-125
LGI1,-5.199868117,-1.743428971,NA,3.65E-127,9.69E-125
SYNM,-4.397704819,5.860856428,NA,4.41E-127,1.16E-124
SCN7A,-5.147023445,1.895892138,NA,8.37E-127,2.19E-124
CAVIN2,-3.160087393,3.439007298,NA,1.81E-126,4.70E-124
SPPL2A,-1.63351661,6.063937317,NA,2.17E-126,5.56E-124
TMEM220,-2.969173845,2.095320436,NA,3.25E-125,8.27E-123
NEGR1,-3.121377243,2.568006676,NA,4.78E-125,1.21E-122
RNF152,-2.905445091,3.224158915,NA,6.46E-125,1.62E-122
CIPC,-1.333751444,4.923345579,NA,6.61E-125,1.64E-122
TMCC3,-2.393616444,4.919548018,NA,6.97E-125,1.72E-122
PSD,-3.415105902,3.25559234,NA,3.84E-124,9.41E-122
LINC00682,-4.506346324,-3.415857232,NA,4.36E-124,1.06E-121
GBA3,-4.791662093,1.612112413,NA,6.02E-124,1.45E-121
TMIGD1,-6.123066377,3.507708708,NA,8.31E-124,1.99E-121
TMEM37,-2.925370258,4.572244231,NA,1.33E-123,3.16E-121
ENDOD1,-1.701254797,5.860565026,NA,3.57E-123,8.41E-121
MYL9,-3.277944201,8.227056396,NA,3.96E-123,9.27E-121
PRIMA1,-4.733325139,1.355053788,NA,8.23E-123,1.91E-120
PYY,-5.689363067,3.197074925,NA,1.48E-122,3.42E-120
UGT1A8,-4.225013626,0.944280126,NA,1.53E-122,3.50E-120
MYH11,-4.528137765,9.358918803,NA,2.55E-122,5.80E-120
SGCG,-4.295953306,-2.442109717,NA,2.76E-122,6.23E-120
CFL2,-2.72496924,3.954879646,NA,1.95E-121,4.33E-119
SEMA6D,-3.018030441,3.410812146,NA,6.77E-121,1.50E-118
PLCE1,-2.045630459,4.981204272,NA,2.26E-120,4.96E-118
PDE2A,-2.705131198,2.252031707,NA,5.84E-120,1.27E-117
ADHFE1,-2.809821408,-0.2529937,NA,6.71E-120,1.45E-117
MT1M,-4.304737872,2.98983462,NA,7.36E-120,1.58E-117
AC073283.2,-3.921410432,-2.394790829,NA,1.32E-119,2.82E-117
MIER3,-1.950329293,5.351498219,NA,3.56E-119,7.55E-117
FUCA1,-1.781986254,6.585863807,NA,6.85E-119,1.44E-116
CITED2,-1.75916238,4.929674688,NA,6.89E-119,1.44E-116
GNAO1,-3.558769445,2.697692237,NA,9.71E-119,2.02E-116
NKX2-3,-2.828882605,2.30516599,NA,2.73E-118,5.63E-116
NAP1L2,-3.719827335,-0.413183119,NA,2.86E-118,5.87E-116
MXI1,-1.667633366,5.548006709,NA,6.69E-118,1.36E-115
AL357054.4,-2.753747246,-0.044032211,NA,1.06E-117,2.14E-115
PP7080,-3.002900538,5.690029153,NA,1.46E-117,2.93E-115
HPSE2,-3.385354539,0.091144942,NA,4.18E-117,8.30E-115
CD177P1,-5.888987207,-0.724366103,NA,1.30E-116,2.57E-114
AMPD1,-4.012535765,-0.425451745,NA,2.07E-116,4.06E-114
CNN1,-4.100414299,6.72097788,NA,1.01E-115,1.98E-113
SST,-5.378182476,1.075020264,NA,1.29E-115,2.49E-113
CD177,-5.215185206,5.979849667,NA,4.60E-115,8.86E-113
MBNL1-AS1,-2.824560587,2.180739552,NA,6.05E-115,1.16E-112
TMEM236,-3.587047624,4.049119342,NA,1.06E-114,2.02E-112
NR3C2,-2.738832745,4.835421278,NA,5.22E-114,9.87E-112
FAM151A,-2.347542072,0.825640795,NA,1.02E-113,1.92E-111
LRRN2,-3.500419313,2.692309682,NA,2.19E-113,4.09E-111
STMN4,-4.379867103,-2.176313633,NA,2.33E-113,4.32E-111
CD163L1,-2.892079934,3.102683221,NA,4.78E-113,8.83E-111
ABI3BP,-3.248939673,3.327286617,NA,6.80E-113,1.25E-110
EPM2A,-1.759797435,2.097842894,NA,8.07E-113,1.47E-110
SLC17A7,-2.990770692,-1.034832138,NA,3.44E-112,6.24E-110
METTL7A,-2.471943326,5.86275181,NA,6.40E-112,1.15E-109
ANK2,-3.254340323,2.769172463,NA,8.96E-112,1.61E-109
TACR2,-3.908135809,2.877243302,NA,1.10E-111,1.97E-109
AC005358.2,-4.002087034,-2.410174901,NA,1.75E-111,3.10E-109
ACTG2,-4.120803263,8.111176486,NA,1.91E-111,3.38E-109
FAM135B,-4.296955524,-1.314332707,NA,2.51E-111,4.40E-109
NRXN1,-4.89496485,0.269266643,NA,4.35E-111,7.60E-109
RBPMS2,-3.442186235,2.125113084,NA,6.51E-111,1.13E-108
SCN9A,-3.528573217,1.558627341,NA,1.86E-110,3.21E-108
PTN,-2.766893413,1.847035841,NA,1.88E-110,3.24E-108
GRAMD2B,-1.662284428,4.501835782,NA,2.70E-110,4.61E-108
AFF3,-3.168014961,0.990109341,NA,5.86E-110,9.96E-108
SVIL,-2.105195911,6.472805336,NA,6.52E-110,1.10E-107
TMEM151B,-3.301186682,-1.741650669,NA,7.70E-110,1.29E-107
AC012317.2,-4.222262925,-1.282436668,NA,1.40E-109,2.34E-107
SH2D7,-3.653228474,-0.130424512,NA,3.78E-109,6.29E-107
ZZEF1,-1.723802571,6.25013201,NA,8.57E-109,1.42E-106
MT1F,-2.942140025,3.809643049,NA,2.12E-108,3.49E-106
CDC14A,-1.938748671,2.88638728,NA,3.39E-108,5.54E-106
PPP1R12B,-2.78538235,6.3203447,NA,7.42E-108,1.21E-105
SYNPO2,-3.872059179,6.41541013,NA,8.38E-108,1.36E-105
ABCB11,-4.571452907,-0.66768955,NA,1.31E-107,2.12E-105
LMOD1,-3.617704868,5.474614015,NA,1.77E-107,2.84E-105
TRANK1,-2.11127627,5.263453978,NA,1.88E-107,3.00E-105
FBXL22,-2.451049807,1.128940943,NA,2.53E-107,4.01E-105
STBD1,-1.843800189,2.018633858,NA,2.88E-107,4.53E-105
AC036108.3,-3.374782611,-0.45747667,NA,5.54E-107,8.67E-105
ATP6V1G2,-2.477627259,-1.082912118,NA,9.82E-107,1.53E-104
RDH5,-2.255815571,1.297628648,NA,1.23E-106,1.91E-104
KCNN3,-2.476594335,2.151025476,NA,1.18E-105,1.80E-103
GPM6B,-2.763461766,2.202365951,NA,1.26E-105,1.93E-103
GPAT3,-2.517753445,3.33893513,NA,1.40E-105,2.12E-103
CASP7,-1.693327051,6.230594765,NA,2.03E-105,3.07E-103
C2orf40,-4.226902957,-0.164135947,NA,2.25E-105,3.39E-103
PDZRN4,-4.27739079,1.096044089,NA,2.82E-105,4.23E-103
ADCYAP1R1,-4.338853814,-0.44329362,NA,3.85E-105,5.74E-103
ELANE,-3.516622871,-2.460379076,NA,5.71E-105,8.47E-103
KLF4,-2.487562194,6.685272968,NA,6.70E-105,9.89E-103
MS4A12,-5.363980448,5.364594282,NA,2.08E-104,3.06E-102
SLC25A23,-1.729761143,6.35170402,NA,4.11E-104,6.01E-102
PTPN21,-1.512741506,4.108920267,NA,5.31E-104,7.73E-102
PRDX6,-1.452973655,7.693602577,NA,6.03E-104,8.72E-102
SLC26A3,-4.55845015,8.785031337,NA,6.05E-104,8.72E-102
PKHD1L1,-3.684055135,-0.714064521,NA,2.38E-103,3.40E-101
TMEM220-AS1,-2.657215481,-0.400183126,NA,8.32E-103,1.18E-100
FLNC,-3.409298967,6.32024052,NA,9.44E-103,1.34E-100
PDZD4,-3.235810782,1.008942575,NA,1.15E-102,1.62E-100
GNA11,-1.688526734,7.202699032,NA,1.55E-102,2.17E-100
SLC2A4,-2.746841359,2.393593745,NA,1.77E-102,2.47E-100
GNG7,-2.654864953,1.917710505,NA,1.96E-102,2.73E-100
SLC10A2,-7.730249045,0.315091893,NA,1.99E-102,2.76E-100
MIR497HG,-2.478215625,-1.026083094,NA,5.28E-102,7.28E-100
AC023157.2,-3.999748508,-3.080075093,NA,5.97E-102,8.20E-100
NCAM1,-2.9904014,2.587720784,NA,6.05E-102,8.27E-100
CCNYL1,-1.431450809,4.637689044,NA,7.26E-102,9.89E-100
CEACAM7,-4.138000987,8.551583652,NA,8.28E-102,1.12E-99
TEF,-1.787592721,4.348517505,NA,9.94E-102,1.34E-99
PIRT,-4.157259216,-0.383406372,NA,1.24E-101,1.67E-99
TSPAN7,-2.75921452,4.394715141,NA,1.45E-101,1.94E-99
SHISAL1,-3.258884018,1.878026864,NA,3.13E-101,4.18E-99
FGL2,-2.762202411,4.721215481,NA,5.16E-101,6.85E-99
PADI2,-3.264064416,6.561476054,NA,7.77E-101,1.03E-98
TDP2,-1.878891111,6.784176791,NA,1.04E-100,1.36E-98
HSD3B2,-5.722460626,1.025320602,NA,1.12E-100,1.47E-98
CNGB1,-3.55743275,-2.300871628,NA,1.16E-100,1.51E-98
MAB21L2,-3.407255894,3.907691312,NA,1.27E-100,1.65E-98
AC020978.4,-2.699562926,-1.247982269,NA,1.44E-100,1.86E-98
RNF150,-3.395167855,2.355804236,NA,1.94E-100,2.50E-98
MT1H,-3.894747496,2.778742285,NA,2.45E-100,3.15E-98
PGM5,-3.5849143,4.455825826,NA,2.77E-100,3.54E-98
UGDH,-1.823146566,6.366032329,NA,2.81E-100,3.58E-98
LINC00974,-4.636772682,-2.147580754,NA,2.95E-100,3.74E-98
NTN1,-2.776417289,2.872247366,NA,4.83E-100,6.10E-98
KCNIP4,-2.426876961,0.9244919,NA,9.43E-100,1.19E-97
HAND2,-4.013648208,2.090317131,NA,1.26E-99,1.57E-97
ST6GALNAC6,-2.6338551,5.811534668,NA,1.58E-99,1.96E-97
C1orf115,-2.354493743,5.190092423,NA,2.03E-99,2.51E-97
BVES,-2.896236011,1.512612123,NA,2.69E-99,3.30E-97
ASB2,-2.988267098,2.682400166,NA,4.56E-99,5.59E-97
BCHE,-4.281651921,1.172254399,NA,5.83E-99,7.11E-97
CXCL12,-2.706661169,4.995751543,NA,7.49E-99,9.11E-97
CBX7,-1.840750932,4.416639674,NA,9.90E-99,1.20E-96
RN7SKP127,-4.600412523,-2.530090129,NA,1.11E-98,1.34E-96
FNBP1,-1.928440815,5.292908788,NA,1.64E-98,1.97E-96
SLC5A11,-3.496832764,-0.940057269,NA,2.19E-98,2.62E-96
METTL24,-3.439886527,-0.846158954,NA,2.76E-98,3.28E-96
UGT1A10,-3.568679222,2.890609797,NA,3.46E-98,4.11E-96
ABHD3,-1.928254339,5.288732788,NA,3.79E-98,4.49E-96
ELAVL4,-3.333271762,-0.710424777,NA,5.60E-98,6.60E-96
ENPEP,-2.836101842,2.949969674,NA,5.64E-98,6.63E-96
SLC17A4,-3.315944637,3.020806556,NA,1.39E-97,1.63E-95
PGM5-AS1,-5.025065779,-1.34123949,NA,2.39E-97,2.78E-95
HIGD1A,-1.862383094,6.07851441,NA,3.49E-97,4.06E-95
GREM2,-3.760247146,2.91148967,NA,4.03E-97,4.66E-95
C8orf88,-3.210305507,-0.537558592,NA,4.82E-97,5.56E-95
ACOX1,-1.50853748,6.854295969,NA,1.94E-96,2.22E-94
NSG2,-4.07099807,-0.251177635,NA,1.96E-96,2.23E-94
CLCA4,-5.352261298,6.803140667,NA,2.05E-96,2.33E-94
DHRS11,-2.234372852,5.633107907,NA,2.58E-96,2.92E-94
OTOP3,-5.972386085,-1.659255332,NA,8.17E-96,9.22E-94
P2RY14,-2.697074213,1.618533576,NA,8.87E-96,9.97E-94
SELENOP,-3.118776676,6.890779528,NA,9.02E-96,1.01E-93
TMEFF2,-4.089860677,-2.137609342,NA,9.89E-96,1.10E-93
MT1G,-3.405239296,5.810319652,NA,1.27E-95,1.42E-93
CHP2,-3.907922465,5.595864411,NA,1.49E-95,1.65E-93
RMDN2,-1.927058498,2.578535332,NA,2.06E-95,2.27E-93
LINC02000,-3.599665674,-2.987341726,NA,3.72E-95,4.10E-93
SRPX,-2.773097192,2.792884809,NA,4.46E-95,4.89E-93
SCN11A,-3.422598277,-1.285079199,NA,4.83E-95,5.28E-93
FRMPD4,-4.701864472,-1.987144126,NA,4.95E-95,5.39E-93
LMO3,-3.795404115,2.346049387,NA,5.45E-95,5.91E-93
AC106869.1,-2.535809311,0.52273238,NA,6.48E-95,7.01E-93
KHDRBS2,-4.223027908,-2.759935264,NA,1.25E-94,1.35E-92
CPEB1,-3.31991093,-0.655833733,NA,2.32E-94,2.50E-92
NGB,-5.028891905,-2.052121217,NA,2.72E-94,2.91E-92
DNAJB5,-2.540630861,2.73945985,NA,4.24E-94,4.53E-92
RSPO2,-4.148028445,0.594452836,NA,5.61E-94,5.97E-92
CPM,-2.568704999,4.45685714,NA,6.04E-94,6.40E-92
SLC22A18AS,-2.327926064,3.21964791,NA,1.03E-93,1.09E-91
CCL23,-3.241070272,-0.958964369,NA,1.05E-93,1.10E-91
SMYD1,-4.705369169,0.051570653,NA,1.11E-93,1.17E-91
ANGPTL1,-4.168583377,1.896721184,NA,1.15E-93,1.21E-91
AP3S2,-1.181062444,4.693344328,NA,1.49E-93,1.56E-91
LDHD,-2.916392485,4.01151172,NA,2.23E-93,2.31E-91
HSD17B2,-3.388826071,4.722400635,NA,2.24E-93,2.32E-91
ADH1C,-4.007921158,5.726340462,NA,2.39E-93,2.47E-91
MUSK,-3.719183326,-1.533330376,NA,3.27E-93,3.37E-91
XKR4,-4.219199249,-1.034280133,NA,6.91E-93,7.09E-91
ACADS,-2.114735564,6.035714178,NA,1.52E-92,1.55E-90
PCSK2,-4.93875354,-0.379278107,NA,1.73E-92,1.76E-90
TENT5B,-3.029221924,1.18784916,NA,1.80E-92,1.82E-90
ARL14,-2.484957085,3.459458868,NA,1.86E-92,1.89E-90
8-Mar,-1.378615764,5.134797102,NA,1.95E-92,1.96E-90
CDKL1,-1.800730762,1.037606132,NA,2.93E-92,2.95E-90
CNNM4,-1.614041978,6.510548933,NA,3.18E-92,3.19E-90
UNC5C,-2.318434732,1.830305055,NA,4.83E-92,4.83E-90
KCNMB1,-3.293700718,3.292308886,NA,6.19E-92,6.17E-90
GDPD2,-3.206777304,2.094024072,NA,7.54E-92,7.49E-90
PLN,-3.639581365,3.649495824,NA,9.95E-92,9.86E-90
JAM2,-2.532809886,2.649259128,NA,1.04E-91,1.02E-89
DHDDS,-1.21587594,5.330764891,NA,1.07E-91,1.05E-89
CADM2,-4.57177531,-0.887858314,NA,2.65E-91,2.60E-89
KANK2,-1.931899102,6.067146667,NA,2.94E-91,2.87E-89
PHOX2B,-4.627185518,-1.589496745,NA,3.61E-91,3.52E-89
P2RY1,-2.555221516,3.349778321,NA,4.37E-91,4.25E-89
PGM5P4,-3.942220933,-2.881711638,NA,4.98E-91,4.83E-89
PRPH,-3.705696308,0.2794734,NA,6.87E-91,6.63E-89
SFRP1,-4.161815427,2.869872908,NA,1.19E-90,1.15E-88
SLC25A47P1,-4.465494547,-3.625088404,NA,1.58E-90,1.52E-88
P2RX2,-3.893231687,-2.306213819,NA,1.75E-90,1.68E-88
CNR1,-3.897664696,0.394648303,NA,3.93E-90,3.75E-88
CA3-AS1,-3.093134591,-1.057653569,NA,4.03E-90,3.83E-88
ATP2B4,-2.264641154,6.197840077,NA,4.25E-90,4.03E-88
SLC6A19,-5.218759802,3.103640749,NA,6.02E-90,5.69E-88
CCBE1,-3.842687858,1.163666139,NA,8.35E-90,7.87E-88
KCNA5,-2.640978794,-0.788415819,NA,9.26E-90,8.71E-88
WSCD1,-3.003247908,3.263187347,NA,1.09E-89,1.02E-87
PDE9A,-2.581644299,4.894340087,NA,1.26E-89,1.17E-87
C16orf89,-3.574996727,0.650654831,NA,1.35E-89,1.25E-87
CAP2,-2.407079128,2.513253684,NA,1.62E-89,1.50E-87
ABCC13,-3.285426024,0.590920512,NA,1.70E-89,1.57E-87
ANK3,-1.740232503,4.670308557,NA,1.90E-89,1.75E-87
SCN2B,-3.76652268,-0.598755485,NA,2.60E-89,2.39E-87
ADAMTSL3,-3.29026281,1.94882519,NA,2.88E-89,2.64E-87
GLIPR2,-2.015336285,4.476339363,NA,3.00E-89,2.74E-87
NR5A2,-2.269331388,3.83027936,NA,3.04E-89,2.77E-87
PCSK5,-2.453690381,4.021051074,NA,3.24E-89,2.94E-87
GLDN,-2.859508462,1.514633249,NA,4.45E-89,4.03E-87
DAO,-4.739122343,-0.982595611,NA,4.66E-89,4.21E-87
CNTN2,-3.937516482,-0.767543528,NA,5.10E-89,4.59E-87
AP000812.3,-5.050331824,-2.225540904,NA,6.38E-89,5.73E-87
AC105749.1,-2.470752495,-0.882153663,NA,7.03E-89,6.29E-87
LINC00092,-2.578973332,-1.803978313,NA,2.34E-88,2.09E-86
CPT2,-1.416978683,5.212247,NA,3.97E-88,3.53E-86
TRIM40,-3.059408637,1.582363947,NA,4.13E-88,3.66E-86
EML1,-2.386881833,3.378212813,NA,4.25E-88,3.76E-86
GPD1L,-1.443653925,5.943370974,NA,4.30E-88,3.80E-86
TUBB4A,-3.419022094,-0.390951466,NA,5.43E-88,4.78E-86
ADGRB3,-3.694882533,-1.064136098,NA,7.85E-88,6.89E-86
PPP2R3A,-2.04918965,3.148255371,NA,7.87E-88,6.89E-86
PI16,-4.341186518,1.658773077,NA,1.57E-87,1.37E-85
NEFM,-3.642002299,-1.613710113,NA,1.81E-87,1.58E-85
SLC20A1,-1.485944979,6.101970904,NA,3.46E-87,3.00E-85
SECTM1,-2.905284396,5.195733517,NA,3.95E-87,3.41E-85
EMILIN3,-2.579670642,-1.073030369,NA,6.38E-87,5.49E-85
CA4,-4.756624908,5.602433738,NA,7.26E-87,6.23E-85
SSTR2,-2.460694086,0.485929393,NA,2.12E-86,1.82E-84
FGFBP2,-3.158737428,-1.513831732,NA,2.51E-86,2.14E-84
PKNOX2,-2.730906984,-0.360667221,NA,4.37E-86,3.73E-84
TPM2,-2.663303011,7.568945407,NA,5.10E-86,4.34E-84
CEACAM1,-2.234568908,8.188015674,NA,6.26E-86,5.30E-84
SCNN1B,-3.948283003,4.173677565,NA,9.09E-86,7.68E-84
SORCS1,-3.830715216,0.296865824,NA,1.24E-85,1.04E-83
GNG2,-2.067900242,3.380141719,NA,1.68E-85,1.41E-83
MYOT,-3.804530153,-1.045732291,NA,1.84E-85,1.54E-83
CAND2,-2.253749029,0.663885311,NA,1.84E-85,1.54E-83
LVRN,-3.264862502,-1.540424486,NA,2.12E-85,1.77E-83
PDE6A,-3.378318427,0.928718969,NA,5.26E-85,4.37E-83
MYOCD,-3.088807888,2.77150824,NA,2.41E-84,1.99E-82
RYR3,-2.395148692,0.518311236,NA,2.63E-84,2.17E-82
LINC02268,-3.785303759,-3.427972438,NA,3.66E-84,3.01E-82
C7,-3.813698391,4.206235757,NA,4.84E-84,3.97E-82
KCNMA1,-3.189076797,4.415543314,NA,5.10E-84,4.17E-82
MAB21L1,-3.460811966,-2.04492426,NA,5.48E-84,4.48E-82
WDR78,-2.285235265,1.934632262,NA,6.15E-84,5.01E-82
PLPP3,-1.512968765,5.161462927,NA,6.37E-84,5.17E-82
LRRC19,-2.805809775,4.926872707,NA,6.45E-84,5.22E-82
LRRC1,-1.193497048,5.46127015,NA,8.30E-84,6.71E-82
HHLA2,-2.761459127,5.534274725,NA,1.06E-83,8.51E-82
AP001627.1,-3.597258929,-1.877636856,NA,1.11E-83,8.93E-82
CHAT,-4.49379472,-2.985414876,NA,1.16E-83,9.32E-82
TESK2,-1.38436299,3.01857431,NA,1.21E-83,9.70E-82
GFRA1,-3.148441099,2.234165971,NA,1.28E-83,1.02E-81
FXYD1,-3.098797461,-0.843344356,NA,1.98E-83,1.57E-81
SH3BGR,-2.101185639,1.283060733,NA,2.40E-83,1.89E-81
HLF,-2.612686314,1.721063343,NA,2.60E-83,2.05E-81
PBLD,-2.243130269,4.733728647,NA,6.44E-83,5.04E-81
TPM1,-1.718490705,8.55380269,NA,7.55E-83,5.89E-81
HRASLS2,-3.209293008,1.072177679,NA,7.73E-83,6.01E-81
ACACB,-1.818778631,4.514950499,NA,8.00E-83,6.21E-81
LPAR1,-2.216212885,3.414243836,NA,9.14E-83,7.07E-81
HPGD,-2.856414493,5.500726405,NA,1.22E-82,9.46E-81
ATP8B1,-1.675378123,7.595541499,NA,2.37E-82,1.83E-80
LINC02490,-4.72573786,-2.429086931,NA,2.51E-82,1.93E-80
SLC9A3,-3.618707611,5.628562713,NA,4.73E-82,3.63E-80
EPHA6,-4.3483908,-1.712827999,NA,4.90E-82,3.75E-80
TM6SF2,-3.034968524,0.557093405,NA,5.07E-82,3.87E-80
RAB27A,-1.668882164,4.844425029,NA,5.66E-82,4.31E-80
JCHAIN,-3.862948257,9.336823009,NA,6.09E-82,4.63E-80
ARHGEF25,-2.467288301,2.995978425,NA,6.47E-82,4.90E-80
AC092723.1,-3.384379118,-1.40140665,NA,6.80E-82,5.14E-80
LINC00507,-4.079836234,-3.171525721,NA,9.06E-82,6.83E-80
AF111167.2,-1.804922429,-0.350230748,NA,1.03E-81,7.73E-80
MOBP,-2.977707399,-2.249902141,NA,1.33E-81,1.00E-79
