,logFC,logCPM,insert,PValue,FDR
BPIFA1,3.773818983,-2.364970027,NA,3.23E-05,6.33E-05
AC104978.1,1.762459496,-3.566236127,NA,3.23E-05,6.33E-05
GDI2P2,1.032636451,-1.857920305,NA,3.23E-05,6.34E-05
AC090627.1,2.27558668,-2.482883613,NA,3.24E-05,6.35E-05
AC138627.1,1.404830747,-3.659174737,NA,3.25E-05,6.37E-05
AC074276.1,1.43283036,-3.141886888,NA,3.28E-05,6.42E-05
AC010997.3,2.211989107,-3.5967494,NA,3.28E-05,6.43E-05
LIPF,3.011210786,-3.222217989,NA,3.30E-05,6.46E-05
AL390334.1,2.534542404,-3.446946696,NA,3.30E-05,6.47E-05
LINC02516,1.599147119,-3.16720046,NA,3.32E-05,6.49E-05
CBLN1,1.416557957,1.138052533,NA,3.32E-05,6.50E-05
RBBP4P5,1.21964505,-3.548734688,NA,3.33E-05,6.52E-05
UPK3A,1.382845153,1.13382994,NA,3.34E-05,6.53E-05
PSG1,3.155784444,-3.4338123,NA,3.35E-05,6.55E-05
AC139792.1,2.47271871,-3.514391159,NA,3.35E-05,6.56E-05
AC016065.2,2.36102794,-3.501739004,NA,3.37E-05,6.59E-05
AC007952.4,1.75886206,-3.120743823,NA,3.37E-05,6.60E-05
RPS7P8,1.105647962,-3.17490058,NA,3.39E-05,6.63E-05
QTRT1P1,3.36949814,-2.928053831,NA,3.40E-05,6.65E-05
AC027348.1,1.16918468,-1.750476379,NA,3.41E-05,6.66E-05
PIPOX,1.313861065,2.969141489,NA,3.41E-05,6.66E-05
SNORA58,2.098918758,-3.448662785,NA,3.42E-05,6.68E-05
ZBTB20-AS3,3.331893518,-3.420636454,NA,3.42E-05,6.68E-05
AL590723.1,1.034745994,-1.58286617,NA,3.42E-05,6.68E-05
RN7SL408P,3.028957138,-3.374342002,NA,3.43E-05,6.71E-05
AC006511.2,1.188238412,-3.564047046,NA,3.44E-05,6.71E-05
AL158212.4,1.961369889,-3.169479003,NA,3.44E-05,6.72E-05
SRMP2,2.362034762,-3.414768134,NA,3.44E-05,6.72E-05
MIR3140,3.152390615,-3.559297169,NA,3.44E-05,6.72E-05
AC087257.2,2.13642502,-2.83651873,NA,3.45E-05,6.74E-05
PIGFP2,3.273701766,-3.301936451,NA,3.47E-05,6.77E-05
UBE2V1P1,1.732627666,-3.52652625,NA,3.48E-05,6.79E-05
AC096741.1,3.56199926,-2.502136285,NA,3.48E-05,6.79E-05
AL136313.1,3.089486495,-3.705973677,NA,3.48E-05,6.80E-05
AC026523.1,2.164197558,-3.022927428,NA,3.51E-05,6.85E-05
TGM6,2.982749566,-2.659481184,NA,3.52E-05,6.86E-05
FREM1,1.261292043,4.316128715,NA,3.53E-05,6.88E-05
RPL7P25,2.232171402,-3.166753253,NA,3.53E-05,6.88E-05
RPS26P4,2.771267603,-3.473263251,NA,3.55E-05,6.93E-05
RNU6-1128P,2.381779433,-3.614195238,NA,3.55E-05,6.93E-05
ELOCP33,2.692451219,-3.537750896,NA,3.55E-05,6.93E-05
AC022973.1,2.570658551,-3.18588112,NA,3.57E-05,6.95E-05
MTND2P40,1.301366174,-2.64872698,NA,3.58E-05,6.97E-05
ANKRD44-IT1,2.736949653,-2.527269771,NA,3.58E-05,6.98E-05
RSU1P2,1.913766273,-2.883962519,NA,3.58E-05,6.98E-05
AF178030.1,3.064139681,-3.527199251,NA,3.59E-05,6.99E-05
AC108102.1,3.058504991,-3.144447551,NA,3.60E-05,7.02E-05
AC124276.1,1.488248532,-3.605274396,NA,3.61E-05,7.03E-05
LINC01600,1.056179461,-3.069310922,NA,3.61E-05,7.03E-05
RN7SL732P,2.8548504,-3.253472462,NA,3.62E-05,7.05E-05
LINC01258,1.219909241,-3.460615407,NA,3.63E-05,7.06E-05
AC009248.2,2.800379788,-3.621161083,NA,3.64E-05,7.09E-05
TAF9BP1,2.335591872,-2.926025259,NA,3.65E-05,7.10E-05
AC097717.1,1.00778318,-2.395931849,NA,3.65E-05,7.10E-05
RPL31P28,1.378166394,-3.487445268,NA,3.65E-05,7.10E-05
RPS2P45,1.656280854,-3.419018676,NA,3.65E-05,7.11E-05
AP001029.3,1.295963512,-3.610575575,NA,3.66E-05,7.13E-05
TMCO2,2.10388042,-3.553176907,NA,3.67E-05,7.13E-05
DDX18P1,1.536742007,-2.41566266,NA,3.67E-05,7.14E-05
AC074367.1,2.709489801,-3.536563312,NA,3.68E-05,7.15E-05
AL079303.1,2.596584684,-3.027101343,NA,3.68E-05,7.16E-05
AL049830.4,2.924331525,-2.83592518,NA,3.69E-05,7.17E-05
KRT36,1.30634441,-1.282359003,NA,3.69E-05,7.17E-05
AL355877.2,1.29284058,-3.443332784,NA,3.69E-05,7.17E-05
AL096803.1,1.470204447,-3.518722184,NA,3.71E-05,7.22E-05
AC090953.1,2.763129479,-3.085558986,NA,3.72E-05,7.22E-05
RN7SL141P,3.4115123,-3.049627108,NA,3.72E-05,7.23E-05
AC139451.1,2.813050103,-3.096688414,NA,3.73E-05,7.25E-05
AC006965.1,1.300179179,-3.440288362,NA,3.73E-05,7.25E-05
RN7SL749P,1.527685432,-3.33844987,NA,3.76E-05,7.30E-05
AC010328.1,1.557295152,-3.168611245,NA,3.76E-05,7.31E-05
BIRC6-AS1,3.296878044,-3.055624422,NA,3.77E-05,7.32E-05
RNU4ATAC16P,2.806035416,-3.558916154,NA,3.78E-05,7.34E-05
FAM239A,1.543633095,0.892019819,NA,3.79E-05,7.36E-05
AC044781.1,2.74138737,-3.479811816,NA,3.80E-05,7.39E-05
AC007787.1,1.707211805,-3.537167426,NA,3.81E-05,7.39E-05
AC012370.1,2.298163743,-3.029836853,NA,3.81E-05,7.39E-05
AC002044.1,1.588335011,-3.424601677,NA,3.81E-05,7.40E-05
H3F3AP6,1.088190722,-1.007604312,NA,3.82E-05,7.41E-05
AC046158.2,2.645231138,-3.256895643,NA,3.82E-05,7.42E-05
RN7SL836P,2.800848447,-2.964751841,NA,3.83E-05,7.43E-05
AC090204.1,1.22795655,-0.269059647,NA,3.83E-05,7.43E-05
AL133370.2,2.234199683,-3.058652994,NA,3.84E-05,7.44E-05
CDKL4,1.407541322,-3.100111965,NA,3.85E-05,7.46E-05
KRTAP4-6,2.792621189,-3.740842772,NA,3.85E-05,7.47E-05
TMA16P2,1.683500843,-3.155745074,NA,3.85E-05,7.47E-05
MIR548I2,2.04300813,-2.91167528,NA,3.87E-05,7.50E-05
AL390955.1,1.425886646,-3.35178443,NA,3.88E-05,7.52E-05
PSG7,2.963351528,-3.642025641,NA,3.88E-05,7.53E-05
LARS2-AS1,2.037136168,-3.338894491,NA,3.89E-05,7.54E-05
AC008694.2,1.39990445,-3.478877927,NA,3.89E-05,7.55E-05
AC073130.1,1.347842226,-3.456063977,NA,3.90E-05,7.56E-05
MIR3174,1.464959773,-3.409818748,NA,3.91E-05,7.58E-05
AL513188.1,2.826354351,-3.52212861,NA,3.92E-05,7.59E-05
AC087276.3,2.20652285,-3.536977846,NA,3.96E-05,7.67E-05
MAGEB1,2.969698101,-3.735861961,NA,3.96E-05,7.67E-05
AC093214.1,1.448537723,-3.555906005,NA,3.97E-05,7.69E-05
BEND3P1,1.063251616,1.107978009,NA,3.97E-05,7.69E-05
AC109992.2,1.248105861,-3.056569661,NA,3.98E-05,7.70E-05
AL136526.1,1.162275948,-2.612957053,NA,3.98E-05,7.70E-05
HTR5BP,1.336278473,-2.682046933,NA,3.99E-05,7.72E-05
AC008686.1,1.310613252,-3.572776941,NA,3.99E-05,7.73E-05
AC068870.3,2.131395273,-3.387663572,NA,4.00E-05,7.74E-05
SMARCA5-AS1,1.033057795,-3.339325393,NA,4.00E-05,7.74E-05
AC084824.2,2.467951555,-3.616081755,NA,4.02E-05,7.78E-05
GAPDHP76,1.23597336,-3.274220026,NA,4.03E-05,7.80E-05
AC005344.1,2.992700356,-3.519216628,NA,4.03E-05,7.80E-05
AC092666.1,2.319215664,-2.701994622,NA,4.04E-05,7.80E-05
AL109936.1,1.055909496,-2.781836676,NA,4.04E-05,7.81E-05
RNA5SP295,3.117220154,-3.54210312,NA,4.05E-05,7.83E-05
FBN3,1.657416669,-2.460313443,NA,4.05E-05,7.83E-05
LINC01585,1.212627934,-3.368680556,NA,4.05E-05,7.83E-05
OFD1P17,1.58820531,-2.996585514,NA,4.06E-05,7.85E-05
Z94160.1,2.034784433,-3.455165333,NA,4.07E-05,7.86E-05
AC020658.6,1.378120349,-3.475931794,NA,4.08E-05,7.88E-05
MIR4300HG,2.014523095,-3.695105742,NA,4.08E-05,7.88E-05
RN7SL280P,2.562819753,-3.497193098,NA,4.09E-05,7.90E-05
DAP3P1,1.262835071,-3.512706182,NA,4.09E-05,7.90E-05
AC078962.1,1.647402828,-2.920510703,NA,4.10E-05,7.92E-05
CFHR1,4.03295795,-0.124882184,NA,4.10E-05,7.92E-05
RPSAP55,1.030506262,-3.093939707,NA,4.11E-05,7.94E-05
RN7SKP185,2.787711662,-3.010254525,NA,4.12E-05,7.96E-05
SMTNL1,1.062856743,-1.492017693,NA,4.12E-05,7.96E-05
AC019109.1,1.491346417,-2.430957203,NA,4.13E-05,7.97E-05
AL357093.2,1.756184581,-2.593250588,NA,4.14E-05,7.99E-05
AC009299.3,1.00124556,-1.782999923,NA,4.14E-05,7.99E-05
AL158801.3,2.838890502,-2.816796582,NA,4.15E-05,8.01E-05
AL513343.1,1.738443706,-3.232424659,NA,4.16E-05,8.02E-05
ENO1P3,2.790447613,-3.413287205,NA,4.17E-05,8.04E-05
UBE2CP1,2.095818944,-3.118656805,NA,4.17E-05,8.05E-05
AP000679.1,1.078400283,-3.116890454,NA,4.19E-05,8.08E-05
AC074051.4,1.288591335,-3.520239629,NA,4.20E-05,8.09E-05
EIF4A2P3,1.012030231,-2.98862127,NA,4.21E-05,8.12E-05
AC244033.1,1.03099039,-2.81384592,NA,4.21E-05,8.12E-05
MAGI1-AS1,3.137405107,-2.725918774,NA,4.22E-05,8.13E-05
OR2T10,2.846725665,-3.517613251,NA,4.23E-05,8.16E-05
AC109361.1,1.164652545,-3.192402709,NA,4.25E-05,8.20E-05
APOC1,1.089774044,4.529103913,NA,4.28E-05,8.24E-05
AC091812.2,1.487623351,-3.285978584,NA,4.30E-05,8.29E-05
RN7SL128P,1.809265666,-1.352929738,NA,4.31E-05,8.30E-05
AC004134.1,1.401005068,-3.511783229,NA,4.32E-05,8.32E-05
RN7SL735P,2.975810947,-3.34214217,NA,4.33E-05,8.33E-05
AC108734.3,1.231462761,-3.282581867,NA,4.34E-05,8.35E-05
AC105339.5,1.12170422,-2.933162392,NA,4.34E-05,8.36E-05
RPS15AP30,1.37229075,-2.141936561,NA,4.35E-05,8.38E-05
MTND5P14,2.982982567,-2.874151756,NA,4.36E-05,8.40E-05
AC005515.1,1.505197964,-0.704653473,NA,4.39E-05,8.45E-05
AL592437.1,1.762213452,-3.334981279,NA,4.42E-05,8.50E-05
PAGE2B,1.663934463,-3.616027874,NA,4.45E-05,8.56E-05
MACROD2-AS1,2.785066091,-3.501843136,NA,4.47E-05,8.59E-05
AL390763.2,1.843348245,-3.571207818,NA,4.48E-05,8.62E-05
SNORA79,2.575083759,-3.691635944,NA,4.50E-05,8.66E-05
RWDD4P1,1.532998955,-2.460077096,NA,4.51E-05,8.66E-05
RN7SL314P,2.676530959,-3.767631672,NA,4.54E-05,8.72E-05
GAPDHP33,1.497180452,-3.624970631,NA,4.54E-05,8.72E-05
AC134349.1,2.334054414,-3.22090376,NA,4.54E-05,8.73E-05
LINC01194,3.139559133,-3.443821879,NA,4.55E-05,8.73E-05
ATP5F1CP1,1.010373242,-2.212528452,NA,4.56E-05,8.75E-05
SDCBPP3,1.20169436,-3.208657083,NA,4.56E-05,8.75E-05
AL357153.4,2.924239224,-3.296028072,NA,4.56E-05,8.76E-05
MTCO1P19,2.9416262,-3.469556198,NA,4.57E-05,8.78E-05
LINC00491,3.037098335,-2.774637999,NA,4.58E-05,8.78E-05
AC090092.1,1.297928999,-3.510413716,NA,4.60E-05,8.84E-05
AC092435.1,2.867947618,-3.560575899,NA,4.61E-05,8.85E-05
AC024587.1,1.193316356,-3.310017021,NA,4.62E-05,8.87E-05
SPRR2G,3.213350892,-3.457279396,NA,4.63E-05,8.88E-05
AC009686.1,2.880459774,-3.001008614,NA,4.64E-05,8.90E-05
MYCBP2-AS2,2.241145274,-3.516988092,NA,4.65E-05,8.91E-05
HMGB3P6,1.110929488,-3.232531774,NA,4.66E-05,8.94E-05
AC027763.2,2.029108559,-3.492213807,NA,4.67E-05,8.95E-05
AC007448.2,2.691792572,-3.532647735,NA,4.69E-05,8.98E-05
AP000753.2,2.075569302,-3.188545775,NA,4.69E-05,8.99E-05
RNU6-45P,1.282121547,-3.630675108,NA,4.74E-05,9.09E-05
RPL9P30,2.590454131,-2.940669426,NA,4.74E-05,9.09E-05
SNORD71,2.334168345,-3.451641464,NA,4.79E-05,9.17E-05
ADH4,1.825142105,1.40047384,NA,4.79E-05,9.18E-05
AC073896.1,1.035510459,-3.49055137,NA,4.80E-05,9.19E-05
AC108063.1,1.623571687,-3.378181488,NA,4.81E-05,9.21E-05
EIF4A1P6,1.249916668,-3.515804494,NA,4.81E-05,9.21E-05
RSF1-IT1,1.415785417,-3.202921621,NA,4.81E-05,9.21E-05
LATS2-AS1,2.976840436,-3.530358159,NA,4.82E-05,9.22E-05
CYP4A11,3.432282086,-0.140642351,NA,4.82E-05,9.22E-05
HIST1H2BG,1.395701277,1.976234185,NA,4.84E-05,9.26E-05
AC087241.4,2.112119824,-2.970774721,NA,4.84E-05,9.26E-05
AC234772.3,2.524144534,-2.091288509,NA,4.84E-05,9.27E-05
AC010542.1,1.293398603,-3.297731605,NA,4.85E-05,9.27E-05
RFPL2,1.595342839,-3.009579848,NA,4.87E-05,9.32E-05
AL627308.2,2.692626822,-3.583973987,NA,4.88E-05,9.33E-05
AC068888.2,1.478403019,-2.674179374,NA,4.88E-05,9.34E-05
AC104958.1,1.928054735,-2.155899393,NA,4.89E-05,9.34E-05
RN7SL499P,2.687220226,-3.768282843,NA,4.89E-05,9.35E-05
AC245884.9,1.305575659,-3.31462775,NA,4.90E-05,9.37E-05
AC005993.1,1.541789351,-1.465190432,NA,4.91E-05,9.38E-05
RN7SL430P,2.73920405,-3.493543061,NA,4.94E-05,9.43E-05
AL049637.1,2.709785649,-2.809217116,NA,4.94E-05,9.44E-05
AL391219.1,1.203431665,-3.450770673,NA,4.95E-05,9.46E-05
RC3H1-IT1,2.595451357,-3.129592594,NA,4.96E-05,9.48E-05
LUARIS,1.457375814,-3.546524992,NA,4.98E-05,9.51E-05
ARL6IP1P2,1.173444276,-3.274537635,NA,5.00E-05,9.54E-05
AC244502.1,1.363641937,-1.139125025,NA,5.04E-05,9.62E-05
AL121906.1,1.464053413,-3.524466508,NA,5.07E-05,9.68E-05
RASGEF1A,1.275068155,1.963076332,NA,5.10E-05,9.72E-05
AC009413.1,1.126256083,-2.742130851,NA,5.10E-05,9.72E-05
RPL30P14,1.232644037,-3.289245674,NA,5.10E-05,9.72E-05
PSAT1P3,1.253334254,-3.266275641,NA,5.10E-05,9.72E-05
AC008760.2,1.390260807,-0.126128176,NA,5.11E-05,9.73E-05
C8orf17,2.432251875,-3.113924262,NA,5.11E-05,9.74E-05
RNF219-AS1,1.018689849,-2.788472881,NA,5.13E-05,9.78E-05
AL356776.1,2.92814147,-3.38750656,NA,5.14E-05,9.79E-05
STOML3,1.145425902,-0.952360013,NA,5.14E-05,9.80E-05
AL049835.1,2.564764513,-3.42778836,NA,5.17E-05,9.85E-05
AP005060.1,2.750196726,-3.024530265,NA,5.18E-05,9.87E-05
NPVF,3.146226385,-3.661229113,NA,5.20E-05,9.90E-05
CLIP1-AS1,2.268489828,-2.945197681,NA,5.22E-05,9.95E-05
AL353795.3,1.621070951,-1.92667831,NA,5.22E-05,9.95E-05
RPL30P2,1.551093706,-3.355085482,NA,5.23E-05,9.95E-05
MTATP6P11,3.034943768,-3.236243788,NA,5.23E-05,9.97E-05
RN7SL330P,2.979045998,-3.565285746,NA,5.23E-05,9.97E-05
RPS26P41,1.725015188,-3.036853596,NA,5.25E-05,1.00E-04
AP001636.1,1.399795226,-3.327028372,NA,5.26E-05,0.000100135
SPACA6P-AS,1.517276202,-2.701672239,NA,5.28E-05,0.000100509
AC022826.1,2.196169882,-3.480569766,NA,5.29E-05,0.000100587
IGF2BP2-AS1,1.670413292,-1.527736873,NA,5.29E-05,0.000100652
MFSD1P1,2.346332639,-2.347053187,NA,5.30E-05,0.000100828
ZNF630-AS1,1.978197911,-3.43782411,NA,5.30E-05,0.000100865
AL138955.1,1.450223443,-2.069376057,NA,5.31E-05,0.000101015
PPIAP70,1.963327226,-3.601220734,NA,5.32E-05,0.000101137
RPL23AP55,1.481437538,-3.005317896,NA,5.33E-05,0.000101286
AL162511.1,2.331670113,-3.38866754,NA,5.33E-05,0.000101371
SPRR2C,3.110272389,-3.575454632,NA,5.35E-05,0.000101666
LINC02050,2.459996762,-3.429986405,NA,5.36E-05,0.000101833
RN7SKP237,2.497030728,-3.094867709,NA,5.36E-05,0.000101957
POU6F2-AS2,2.4066197,-2.047640754,NA,5.37E-05,0.00010208
VSTM2L,1.456301675,2.451774303,NA,5.37E-05,0.000102119
RNU6-60P,2.92382244,-3.656639388,NA,5.38E-05,0.000102275
AL445483.1,1.116478568,-2.616095224,NA,5.39E-05,0.000102344
CCDC155,1.719288362,-3.036769406,NA,5.41E-05,0.000102715
AC012441.2,1.366493267,-3.278902638,NA,5.42E-05,0.000103064
AC027288.1,1.696075929,-2.811651151,NA,5.45E-05,0.000103537
AC010524.1,1.510468354,-3.056660505,NA,5.48E-05,0.000104095
AL356273.1,2.401764512,-3.470560443,NA,5.51E-05,0.000104631
CBS,1.338652094,-1.533842003,NA,5.54E-05,0.000105177
ITIH3,1.821517767,2.069939963,NA,5.59E-05,0.000106098
AC022079.1,1.4728878,-2.966015343,NA,5.61E-05,0.000106429
RN7SL273P,2.420721851,-3.619072453,NA,5.61E-05,0.000106465
ZBTB20,1.184112677,0.750378902,NA,5.62E-05,0.000106599
AC036176.2,1.625664437,-3.252321433,NA,5.62E-05,0.000106608
AP001625.3,1.122713939,-3.65143575,NA,5.63E-05,0.000106786
AL139128.1,1.193475306,-2.67872416,NA,5.64E-05,0.000106937
RAB40AL,1.609379582,-3.141983136,NA,5.65E-05,0.000107155
AC005086.1,1.662188652,-3.457880784,NA,5.65E-05,0.000107197
NANOGP2,3.02137452,-3.352979863,NA,5.66E-05,0.000107286
AC044840.1,2.610245814,-3.0867156,NA,5.67E-05,0.000107425
SNRPEP10,2.635252197,-3.507827062,NA,5.67E-05,0.000107501
AC022101.1,1.101818864,1.188714667,NA,5.68E-05,0.000107693
RNU6-1043P,2.411408052,-3.578677785,NA,5.69E-05,0.000107829
AC006539.1,1.198846662,-2.917109303,NA,5.70E-05,0.000108007
AL845321.1,1.802930218,-3.284615714,NA,5.71E-05,0.000108194
AL162724.1,1.717798627,-3.153383382,NA,5.74E-05,0.000108668
AL390961.2,1.59947747,-3.443935246,NA,5.79E-05,0.000109593
AL132655.1,1.758497573,-3.202330849,NA,5.79E-05,0.000109695
AC027335.2,2.659755271,-3.485186644,NA,5.80E-05,0.000109792
FLG2,2.658795774,-3.383393853,NA,5.83E-05,0.000110364
AL445248.1,1.356747159,-2.709887406,NA,5.83E-05,0.000110382
SUMO2P19,1.107727334,-2.630381607,NA,5.86E-05,0.000110889
CDC42EP3P1,2.560286764,-3.410840138,NA,5.86E-05,0.000110946
ERVW-1,1.550381356,-1.291781506,NA,5.87E-05,0.00011105
OR13Z2P,1.183107619,-3.232307986,NA,5.88E-05,0.000111223
AC131532.1,2.252045544,-2.411261769,NA,5.91E-05,0.000111711
AC002543.1,2.413305232,-2.462614655,NA,5.96E-05,0.000112626
AL583722.4,1.493698498,-3.211057586,NA,5.98E-05,0.000113107
PTCHD3P2,1.596484669,-1.651615179,NA,5.99E-05,0.000113154
WDR38,1.63494524,-2.766434788,NA,6.00E-05,0.000113401
XIAPP3,1.526749782,-2.435513813,NA,6.03E-05,0.000113875
AC078778.2,1.088470227,-2.584557768,NA,6.03E-05,0.000113897
AL356272.1,1.723230217,-3.526561706,NA,6.04E-05,0.000113972
RN7SKP69,2.974304719,-3.401297536,NA,6.07E-05,0.000114637
LINC02470,2.568110567,-3.275835383,NA,6.13E-05,0.000115625
VTI1BP2,1.248063701,-3.569326323,NA,6.17E-05,0.000116466
AL450226.1,2.575482279,-3.460232114,NA,6.20E-05,0.000116974
RN7SL16P,2.653295329,-3.426839896,NA,6.20E-05,0.000116983
ZNF969P,1.754590555,-3.589613352,NA,6.22E-05,0.000117241
AL035658.1,1.777516732,-3.520638384,NA,6.22E-05,0.000117249
KRT14,3.026100167,1.87268424,NA,6.23E-05,0.000117517
FO680682.1,1.438847505,-3.175329105,NA,6.24E-05,0.000117585
AC097504.1,2.90934835,-3.583876462,NA,6.25E-05,0.00011783
APCS,5.807637067,0.449570035,NA,6.26E-05,0.000118006
TXNDC12-AS1,1.641755524,-3.414569729,NA,6.26E-05,0.00011802
RN7SL505P,2.242825775,-3.588920899,NA,6.27E-05,0.00011819
LINC00102,1.882521149,-2.966423604,NA,6.27E-05,0.000118227
HSPE1P7,1.129837033,-3.570249799,NA,6.29E-05,0.0001185
RNU6-577P,1.686281889,-3.429964348,NA,6.29E-05,0.000118563
GABRR1,2.020448942,-0.95900606,NA,6.30E-05,0.000118745
AC123768.1,1.437372059,-3.662630255,NA,6.32E-05,0.000118996
RNU6-130P,2.087959783,-3.25963285,NA,6.33E-05,0.000119123
GLYATL2,1.352767749,-1.601554502,NA,6.33E-05,0.000119268
AC020983.1,1.35355779,-2.94946377,NA,6.36E-05,0.000119784
HMGB1P37,1.097282537,-2.336847908,NA,6.39E-05,0.000120228
IFNK,3.330106431,-2.615606164,NA,6.40E-05,0.000120388
AC012555.2,3.101951727,-3.249877436,NA,6.42E-05,0.000120813
RPL7P39,1.557057428,-3.573947412,NA,6.43E-05,0.000120923
AC120042.1,1.24368183,-3.488321214,NA,6.45E-05,0.000121331
ASNSP1,2.265263888,-3.333890075,NA,6.46E-05,0.000121518
RN7SL342P,3.127773845,-3.504744636,NA,6.47E-05,0.00012173
SNORD8,2.419554975,-3.437740849,NA,6.47E-05,0.00012173
TF,2.222413536,2.962899073,NA,6.48E-05,0.000121803
AC012568.1,2.938553641,-3.235030905,NA,6.50E-05,0.000122203
GAPDHP58,1.258448504,-3.374207699,NA,6.57E-05,0.000123405
VNN1,1.379210319,3.71345357,NA,6.58E-05,0.00012356
AL033381.1,1.456631107,-3.373669248,NA,6.61E-05,0.000124118
AC008534.1,2.620087174,-3.559856479,NA,6.61E-05,0.00012414
AP002812.3,1.193081098,-2.995823714,NA,6.63E-05,0.000124469
AL590128.1,1.989264556,-3.628175802,NA,6.65E-05,0.000124869
MIR6739,1.08495585,-3.347859995,NA,6.65E-05,0.000124901
RN7SL783P,2.879861351,-3.74547341,NA,6.68E-05,0.000125381
PRSS45,1.676492959,-2.550751071,NA,6.69E-05,0.000125608
LNX1-AS1,2.469949579,-3.173627843,NA,6.70E-05,0.000125776
KRT18P60,1.359098473,-3.363718378,NA,6.75E-05,0.000126526
KCNK15-AS1,1.357852043,-1.78167288,NA,6.75E-05,0.000126663
AL513475.1,2.973786955,-3.56426383,NA,6.77E-05,0.00012692
OR2B6,1.155564463,-2.831132489,NA,6.77E-05,0.000126968
RNU1-87P,2.920863376,-3.606661424,NA,6.80E-05,0.000127419
AL117382.2,1.774151924,-2.170989119,NA,6.80E-05,0.000127419
RNU11,2.033824792,-3.102805212,NA,6.81E-05,0.000127737
AL139132.1,1.451177721,-3.40038416,NA,6.86E-05,0.000128568
CD164L2,1.028084619,-1.122501313,NA,6.87E-05,0.000128745
AL359095.1,3.164753396,-3.480363253,NA,6.87E-05,0.00012875
AC018892.3,1.297653402,-3.505621484,NA,6.88E-05,0.000128827
AC006518.2,1.839699732,-2.676123112,NA,6.90E-05,0.000129321
AL136982.3,2.267391993,-2.920249453,NA,6.92E-05,0.000129708
LINC00452,2.226094682,-3.375196771,NA,6.92E-05,0.000129709
CSNK1A1L,1.604766975,-3.234256826,NA,6.96E-05,0.000130285
RN7SKP296,1.576483736,-3.520723949,NA,6.96E-05,0.000130318
VTRNA1-1,3.379766874,-1.914061878,NA,7.09E-05,0.000132678
AC099804.1,2.168477935,-2.631157247,NA,7.10E-05,0.000132859
OR1H1P,1.674535607,-3.429719352,NA,7.10E-05,0.000132887
AC104964.2,1.523252141,-3.513133107,NA,7.12E-05,0.000133248
SLC25A5P2,1.214083429,-1.975890173,NA,7.17E-05,0.000134094
RNU6-834P,1.28977407,-3.570209291,NA,7.20E-05,0.000134603
LINC01287,1.220618216,-3.179494884,NA,7.20E-05,0.000134603
AP000654.2,1.477436421,-3.580886366,NA,7.21E-05,0.000134859
AC018410.1,1.64754597,-2.769142775,NA,7.21E-05,0.000134859
VCX,2.149371349,-3.691660959,NA,7.25E-05,0.000135561
RPL21P42,1.416429638,-3.569278417,NA,7.26E-05,0.000135704
AC025186.1,1.644355816,-3.422912218,NA,7.29E-05,0.000136161
AC092953.1,1.548839076,-3.381307373,NA,7.30E-05,0.000136373
AC103769.1,2.011502975,-3.414081549,NA,7.31E-05,0.000136669
RN7SL709P,2.284884361,-3.71224317,NA,7.33E-05,0.000136971
AC138123.2,1.687370542,-3.390164764,NA,7.33E-05,0.000137006
AL035634.1,2.866218297,-3.125135225,NA,7.34E-05,0.000137094
MTDHP4,1.567720602,-3.470931998,NA,7.37E-05,0.000137651
AC100827.2,1.039170234,-3.124675135,NA,7.41E-05,0.000138274
MTATP6P27,1.304200088,-3.067635261,NA,7.46E-05,0.000139244
AL353705.4,1.557971285,-3.129346333,NA,7.48E-05,0.000139587
AC003005.2,1.333868977,-3.639450664,NA,7.49E-05,0.000139767
AL713922.2,1.844169026,-3.036832913,NA,7.51E-05,0.000140109
AC104982.1,2.602865869,-2.892787516,NA,7.55E-05,0.000140949
AC024568.1,1.23309044,-3.221372024,NA,7.60E-05,0.000141783
AC087749.1,2.123009022,-2.924264467,NA,7.61E-05,0.000141942
AC104316.1,1.900262346,-3.215818413,NA,7.68E-05,0.000143192
ONECUT1,1.726747814,-3.325609261,NA,7.69E-05,0.000143335
LINC00456,2.564794062,-3.502212026,NA,7.69E-05,0.000143363
TAS2R64P,2.043001681,-2.06561459,NA,7.71E-05,0.000143686
AL451047.1,2.349119551,-3.468597353,NA,7.74E-05,0.000144063
AL138828.1,1.943386298,-2.48733004,NA,7.75E-05,0.000144381
AC010401.1,1.090005475,-3.001339804,NA,7.76E-05,0.000144425
AC244394.1,1.112298644,-3.484829722,NA,7.78E-05,0.000144873
RN7SL246P,2.200195242,-3.667261468,NA,7.80E-05,0.000145165
LINC01206,2.205570243,-3.62784166,NA,7.80E-05,0.000145253
GBP6,1.444872118,-2.403934783,NA,7.82E-05,0.000145597
AC009268.1,2.487895169,-3.18520186,NA,7.82E-05,0.000145638
AC139143.1,1.072715034,-2.575470108,NA,7.82E-05,0.000145639
AL450998.1,1.019404074,1.348114444,NA,7.83E-05,0.000145651
RPL6P25,1.023763078,-3.273421181,NA,7.85E-05,0.000146055
AP002433.1,1.607648296,-3.36455051,NA,7.90E-05,0.000146988
AP002336.1,1.751066613,-3.487589362,NA,7.91E-05,0.000147119
AC025031.1,1.34915732,-3.127580203,NA,7.91E-05,0.000147178
LINC01940,2.469509321,-2.737152231,NA,7.91E-05,0.000147197
AP002761.1,1.083781665,-3.053583237,NA,7.92E-05,0.000147209
SBK2,2.513666765,-3.636289578,NA,7.93E-05,0.000147493
